"year","month","bt_temp"
2015,7,10.85323599
2015,8,12.3906866
2015,9,13.62240094
2015,10,15.25851642
2015,11,14.98257923
2015,12,13.77410346
2016,1,11.04594184
2016,2,8.629255808
2016,3,7.940047202
2016,4,8.120646101
2016,5,8.780116349
2016,6,9.701250336
2016,7,10.55984615
2016,8,11.71766116
2016,9,12.98341494
2016,10,14.35100176
2016,11,13.78345883
2016,12,12.50356737
2017,1,10.39214941
2017,2,8.420417985
2017,3,7.155343219
2017,4,6.929063808
2017,5,7.670534673
2017,6,8.581591917
2017,7,8.903161969
2017,8,10.08030594
2017,9,12.01335477
2017,10,13.7911306
2017,11,13.87148974
2017,12,13.01538707
2018,1,8.820009073
2018,2,7.613345756
2018,3,6.431945749
2018,4,6.509395878
2018,5,7.278750086
2018,6,8.536572083
2018,7,9.427203509
2018,8,10.16926492
2018,9,12.12451162
2018,10,12.83536711
2018,11,12.42236107
2018,12,11.35358634
2019,1,9.166880229
2019,2,7.614394781
2019,3,6.510871873
2019,4,6.754724236
2019,5,7.461040463
2019,6,7.971060007
2019,7,9.64588345
2019,8,11.58487768
2019,9,14.00339893
2019,10,15.79824554
2019,11,14.97715079
2019,12,12.34338958
2020,1,9.559403134
2020,2,8.002489931
2020,3,8.01172089
2020,4,8.527755435
2020,5,8.689301979
2020,6,9.165149647
2020,7,10.45585009
2020,8,11.80769011
2020,9,13.90625621
2020,10,15.39710659
2020,11,15.25183081
2020,12,12.70294611
