"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"Medium","1989 Spring","Stratum_1"," [counts*km2/km2]",15127901.2253725,1914282.2634916,0.126539844157693
"Large","1989 Spring","Stratum_1"," [counts*km2/km2]",1911095.8106901,312207.328554717,0.163365607735794
"Unknown","1989 Spring","Stratum_1"," [counts*km2/km2]",21548802.3197788,4866199.0765359,0.225822252407477
"Small","1989 Fall","Stratum_1"," [counts*km2/km2]",3609570.55285972,885816.25160068,0.245407656846847
"Medium","1989 Fall","Stratum_1"," [counts*km2/km2]",10103314.5162637,1561425.04643198,0.154545821959566
"Large","1989 Fall","Stratum_1"," [counts*km2/km2]",988520.809304122,180309.403751107,0.182403245388468
"Unknown","1989 Fall","Stratum_1"," [counts*km2/km2]",10139136.4483244,2935102.17118077,0.289482460970907
"Small","1990 Spring","Stratum_1"," [counts*km2/km2]",2097528.7615992,434996.103629402,0.207385048345059
"Medium","1990 Spring","Stratum_1"," [counts*km2/km2]",12952357.9425897,1735839.56492122,0.134017263313383
"Large","1990 Spring","Stratum_1"," [counts*km2/km2]",3135782.55720114,452536.504585312,0.144313738701712
"Unknown","1990 Spring","Stratum_1"," [counts*km2/km2]",18407514.9521617,3783160.38644795,0.205522602930369
"Small","1990 Fall","Stratum_1"," [counts*km2/km2]",1858863.19367712,532826.510654864,0.286641057000462
"Medium","1990 Fall","Stratum_1"," [counts*km2/km2]",14979578.5700092,2143944.34476908,0.143124476750067
"Large","1990 Fall","Stratum_1"," [counts*km2/km2]",4377790.66684579,607271.263719088,0.1387163777195
"Unknown","1990 Fall","Stratum_1"," [counts*km2/km2]",11136845.6330727,3160846.68440053,0.283818846784934
"Small","1991 Spring","Stratum_1"," [counts*km2/km2]",4319356.88265853,822988.897981738,0.190535054254464
"Medium","1991 Spring","Stratum_1"," [counts*km2/km2]",11244113.3177638,1741685.07160969,0.154897502576581
"Large","1991 Spring","Stratum_1"," [counts*km2/km2]",2893100.41196785,535618.552256666,0.185136523447642
"Unknown","1991 Spring","Stratum_1"," [counts*km2/km2]",8685925.25414165,2146249.35521962,0.247095075357257
"Small","1991 Fall","Stratum_1"," [counts*km2/km2]",2620699.64886087,572153.955787062,0.218321071640453
"Medium","1991 Fall","Stratum_1"," [counts*km2/km2]",9245652.36473063,1222669.59386939,0.132242652615136
"Large","1991 Fall","Stratum_1"," [counts*km2/km2]",2770181.57906682,375169.005285616,0.135431196323238
"Unknown","1991 Fall","Stratum_1"," [counts*km2/km2]",8547365.99317272,2917898.05382032,0.341379795383865
"Small","1992 Spring","Stratum_1"," [counts*km2/km2]",1327065.06379892,347236.351524705,0.261657367823918
"Medium","1992 Spring","Stratum_1"," [counts*km2/km2]",8370444.57532402,1244782.68330849,0.148711657081882
"Large","1992 Spring","Stratum_1"," [counts*km2/km2]",3625633.78534924,571493.47968007,0.157625814827028
"Unknown","1992 Spring","Stratum_1"," [counts*km2/km2]",7418635.66507073,1794096.32948803,0.241836425252044
"Small","1992 Fall","Stratum_1"," [counts*km2/km2]",4534022.66087219,1091349.40844574,0.240702239506629
"Medium","1992 Fall","Stratum_1"," [counts*km2/km2]",7351190.24484471,1205283.13633412,0.163957549211757
"Large","1992 Fall","Stratum_1"," [counts*km2/km2]",1017794.17726782,200747.796151602,0.197238106323707
"Unknown","1992 Fall","Stratum_1"," [counts*km2/km2]",6878313.90146812,2214439.9225801,0.321945167711443
"Small","1993 Spring","Stratum_1"," [counts*km2/km2]",4124514.04259896,829393.151186681,0.201088696176207
"Medium","1993 Spring","Stratum_1"," [counts*km2/km2]",9452729.60661402,1736624.2253846,0.183716693236364
"Large","1993 Spring","Stratum_1"," [counts*km2/km2]",2152991.75531673,349868.897408809,0.162503593682986
