INDEX_NAME,SURVEY,STOCK,AREA,STRATUM,YEAR,HAUL_ID,DATE,COD_N,COD_KG,DEPTH,SURFACE_TE,BOTTOM_TEM,SALINITY,BOTTOM_TYP,SEASON,AGEGROUP,AGE_N,AGE_KG,Data_type,TIME,RESPONSE,AREA_SWEPT,cobble_P,gravel_P,rock_P,mud_P,sand_P,BATHY_DEPT,oisst,rugos,COND,BATHY.DEPTH,dep.strat,lon,lat
NEFSC BTS_WGOM_SPRING,NEFSC BTS,WGOM,WGOM,1270,2016,201602_1270_2,6/2/2016 00:00,3,8.496,130,NA,5.7,NA,NA,A.SPRING,Age0-2,0,0,Biomass_KG,69,0,0.0384,0,0.1498,0,0.7492,0.7238,-122,13.56999969,1.147701144,ROUGH,122,deep,-70.374325,42.955965
NEFSC BTS_WGOM_SPRING,NEFSC BTS,WGOM,WGOM,1270,2021,202102_1270_5,4/26/2021 00:00,0,0,208,NA,8.4,NA,NA,A.SPRING,Age0-2,0,0,Biomass_KG,79,0,0.0384,0,0.1993,0,0.6947,0.748,-194,6.829999924,0.958330512,SMOOTH,194,deep,-69.956667,42.957667
NEFSC BTS_WGOM_FALL,NEFSC BTS,WGOM,WGOM,1400,2016,201604_1400_3,10/24/2016 00:00,1,1.875,101,NA,8.7,NA,NA,B.FALL,Age0-2,0,0,Biomass_KG,70,0,0.0384,0,0.1988,0,0.7981,0.7649,-96,13.46999931,1.174190044,ROUGH,96,shallow,-70.45441,42.961495
NEFSC BTS_WGOM_FALL,NEFSC BTS,WGOM,WGOM,1400,2021,202104_1400_5,11/11/2021 00:00,0,0,113,NA,12,NA,NA,B.FALL,Age0-2,0,0,Biomass_KG,80,0,0.0384,0,0.1501,0,0.801,0.7646,-113,11.64999962,0.692817509,SMOOTH,113,deep,-70.409,42.9615
NEFSC BTS_WGOM_SPRING,NEFSC BTS,WGOM,WGOM,1270,2018,201802_1270_4,5/10/2018 00:00,0,0,160,NA,5.9,NA,NA,A.SPRING,Age0-2,0,0,Biomass_KG,73,0,0.0384,0,0.0993,0,0.902,0.8005,-152,9.229999542,1.263883829,ROUGH,152,deep,-70.19166,42.975128
NEFSC BTS_WGOM_FALL,NEFSC BTS,WGOM,WGOM,1370,2017,201704_1370_5,11/1/2017 00:00,3,9.146,140,NA,6.7,NA,NA,B.FALL,Age0-2,0,0,Biomass_KG,72,0,0.0384,1,0.5351,0,0.5896,0.7928,-146,13.21000004,0.699674726,SMOOTH,146,deep,-69.695115,42.982892
NEFSC BTS_WGOM_FALL,NEFSC BTS,WGOM,WGOM,1270,2021,202104_1270_1,11/10/2021 00:00,0,0,139,NA,11.7,NA,NA,B.FALL,Age0-2,0,0,Biomass_KG,80,0,0.0384,0,0.8495,0,0.6501,0.9238,-143,11.98999977,1.401205182,ROUGH,143,deep,-70.0045,43.014667
NEFSC BTS_WGOM_FALL,NEFSC BTS,WGOM,WGOM,1280,2016,201604_1280_8,11/9/2016 00:00,0,0,214,NA,8.2,NA,NA,B.FALL,Age0-2,0,0,Biomass_KG,70,0,0.0384,0,0.5992,0,0.8983,0.8719,-208,11.34999943,0.741774321,ROUGH,208,deep,-69.949597,43.033818
NEFSC BTS_WGOM_FALL,NEFSC BTS,WGOM,WGOM,1370,2017,201704_1370_3,10/31/2017 00:00,0,0,174,NA,7.1,NA,NA,B.FALL,Age0-2,0,0,Biomass_KG,72,0,0.0384,0,0.49,0,0.7181,0.8108,-172,13.21999931,0.214857772,SMOOTH,172,deep,-69.406392,43.076555
NEFSC BTS_WGOM_FALL,NEFSC BTS,WGOM,WGOM,1270,2018,201804_1270_5,11/1/2018 00:00,0,0,131,NA,0,NA,NA,B.FALL,Age0-2,0,0,Biomass_KG,74,0,0.0384,0,0.3989,0,0.8003,0.7922,-116,11.01000023,0.866128683,SMOOTH,116,deep,-70.319127,43.095945
NEFSC BTS_WGOM_FALL,NEFSC BTS,WGOM,WGOM,1260,2017,201704_1260_2,11/1/2017 00:00,26,57.962,52,NA,10.9,NA,NA,B.FALL,Age0-2,0,0,Count,72,0,0.0384,1,0.75,0,0.2,1,-48,12.27999973,1.180752039,ROUGH,48,shallow,-70.061837,43.100453
NEFSC BTS_WGOM_SPRING,NEFSC BTS,WGOM,WGOM,1270,2021,202102_1270_1,4/25/2021 00:00,0,0,154,NA,5.8,NA,NA,A.SPRING,Age0-2,0,0,Biomass_KG,79,0,0.0384,0,0.2497,0,0.7518,0.9061,-130,6.75,0.830291569,SMOOTH,130,deep,-70.145,43.122833
NEFSC BTS_WGOM_FALL,NEFSC BTS,WGOM,WGOM,1370,2017,201704_1370_4,11/1/2017 00:00,0,0,153,NA,6.9,NA,NA,B.FALL,Age0-2,0,0,Biomass_KG,72,0,0.0384,1,0.4489,0,0.9504,1,-152,12.94999981,0.920376897,ROUGH,152,deep,-69.749915,43.164285
NEFSC BTS_WGOM_FALL,NEFSC BTS,WGOM,WGOM,1370,2021,202104_1370_6,11/9/2021 00:00,0,0,194,NA,10.2,NA,NA,B.FALL,Age0-2,0,0,Biomass_KG,80,0,0.0384,0,0.0763,0,0.9208,0.9321,-195,12.5,0.719336212,SMOOTH,195,deep,-69.205333,43.191167
NEFSC BTS_WGOM_FALL,NEFSC BTS,WGOM,WGOM,1370,2021,202104_1370_1,11/9/2021 00:00,0,0,169,NA,9.9,NA,NA,B.FALL,Age0-2,0,0,Biomass_KG,80,0,0.0384,0,0.5452,0,0.6525,0.7445,-163,12.50999928,1.077125311,ROUGH,163,deep,-69.411833,43.191833
NEFSC BTS_WGOM_SPRING,NEFSC BTS,WGOM,WGOM,1370,2017,201702_1370_3,5/9/2017 00:00,24,38.341,62,NA,0,NA,NA,A.SPRING,Age0-2,0,0,Biomass_KG,71,0,0.0384,0,0.6,1,0.75,1,-64,7.869999886,1.088484287,ROUGH,64,shallow,-69.647255,43.19292
NEFSC BTS_WGOM_FALL,NEFSC BTS,WGOM,WGOM,1370,2019,201904_1370_3,11/8/2019 00:00,0,0,167,NA,7.7,NA,NA,B.FALL,Age0-2,0,0,Biomass_KG,76,0,0.0384,0,0.5943,0,0.6516,0.7812,-160,11.56999969,1.055383325,ROUGH,160,deep,-69.407828,43.20331
NEFSC BTS_WGOM_SPRING,NEFSC BTS,WGOM,WGOM,1370,2019,201902_1370_7,5/9/2019 00:00,0,0,165,NA,5.9,NA,NA,A.SPRING,Age0-2,0,0,Biomass_KG,75,0,0.0384,0,0.1821,0,1,1,-157,7.25,-0.048396323,SMOOTH,157,deep,-69.035167,43.262167
NEFSC BTS_WGOM_FALL,NEFSC BTS,WGOM,WGOM,1400,2018,201804_1400_2,11/12/2018 00:00,0,0,115,NA,8.7,NA,NA,B.FALL,Age0-2,0,0,Biomass_KG,74,0,0.0384,0,0.1001,0,0.7498,0.7494,-110,9.969999313,0.80662334,SMOOTH,110,deep,-70.174927,43.300462
NEFSC BTS_WGOM_SPRING,NEFSC BTS,WGOM,WGOM,1270,2017,201702_1270_1,5/9/2017 00:00,0,0,169,NA,5.1,NA,NA,A.SPRING,Age0-2,0,0,Biomass_KG,71,0,0.0384,0,0.0999,0,0.8041,0.7693,-178,7.690000057,0.868531406,SMOOTH,178,deep,-70.030098,43.346715
NEFSC BTS_WGOM_SPRING,NEFSC BTS,WGOM,WGOM,1400,2019,201902_1400_2,5/9/2019 00:00,0,0,117,NA,4.9,NA,NA,A.SPRING,Age0-2,0,0,Biomass_KG,75,0,0.0384,0,0.2499,0,0.6504,0.7131,-111,9.18999958,0.28247261,SMOOTH,111,deep,-70.0415,43.476
NEFSC BTS_WGOM_FALL,NEFSC BTS,WGOM,WGOM,1400,2021,202104_1400_3,11/10/2021 00:00,0,0,112,NA,12.6,NA,NA,B.FALL,Age0-2,0,0,Biomass_KG,80,0,0.0384,0,0.1993,0,0.6543,0.733,-118,11.63000011,0.599748313,SMOOTH,118,deep,-70.023167,43.480333
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,2627,2019,24191-2627-3,4/26/2019 00:00,1,1.6,0,NA,0,NA,SMOOTH,A.SPRING,Age0-2,0,0,Biomass_KG,75,0,0.0384,0,0.1998,0,0.7533,1,-137,7.359999657,0.679953277,SMOOTH,137,deep,-69.84494,42.1444
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2020,202047-28-12,10/23/2020 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,78,0,0.0384,0,0,0,1,1,-223,14.64999962,0.667821527,SMOOTH,223,deep,-69.55807,42.16534
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,27,2019,24192-27-1,10/13/2019 00:00,31,39.5,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Count,76,0,0.0384,0,0.0993,0,0.9012,1,-137,14.85999966,1.354133129,ROUGH,137,deep,-69.90323,42.17022
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2016,24162-28-13,11/14/2016 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,70,0,0.0384,0,0,0,1,1,-228,11.09999943,0.216529369,SMOOTH,228,deep,-69.6062,42.17025
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2016,24162-28-14,11/14/2016 00:00,12,19.3,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,70,0,0.0384,0,0.2516,0,0.7586,0.7886,-169,11.22999954,1.212686777,ROUGH,169,deep,-69.41362,42.17627
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,2837,2020,202047-2837-13,10/23/2020 00:00,0,0,0,NA,0,NA,SMOOTH,B.FALL,Age0-2,0,0,Biomass_KG,78,0,0.0384,0,0.2042,0,0.8069,0.8297,-193,14.8399992,-0.56144011,SMOOTH,193,deep,-69.35011,42.18583
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,2627,2017,24171-2627-1,4/24/2017 00:00,0,0,0,NA,0,NA,SMOOTH,A.SPRING,Age0-2,0,0,Biomass_KG,71,0,0.0384,0,0.9,0,0.8001,1,-40,7.029999733,0.599313676,SMOOTH,40,shallow,-70.14717,42.19392
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,2627,2021,202145-2627-7,4/29/2021 00:00,0,0,0,NA,0,NA,SMOOTH,A.SPRING,Age0-2,0,0,Biomass_KG,79,0,0.0384,0,0.85,0,0.95,1,-36,7.769999981,0.234753564,SMOOTH,36,shallow,-70.18967,42.23229
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,27,2021,202145-27-5,4/29/2021 00:00,8,6.02,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,4,0,Count,79,4,0.0384,0,0.5999,0,0.9502,0.9508,-116,7.609999657,0.881703615,SMOOTH,116,deep,-69.98399,42.24561
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,2837,2019,24192-2837-2,10/13/2019 00:00,0,0,0,NA,0,NA,SMOOTH,B.FALL,Age0-2,0,0,Biomass_KG,76,0,0.0384,0,0,0,1,1,-228,15,0.400370657,SMOOTH,228,deep,-69.54608,42.24856
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,27,2019,24192-27-9,10/19/2019 00:00,31,35.4,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,76,0,0.0384,0,0.6998,0,0.9501,0.9484,-107,13.09999943,1.286942601,ROUGH,107,shallow,-69.9813,42.26588
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,2627,2019,25191-2627-3,4/26/2019 00:00,0,0,0,NA,0,NA,SMOOTH,A.SPRING,Age0-2,0,0,Biomass_KG,75,0,0.0384,0,0.4,0,1,1,-70,7.069999695,0.4185175,SMOOTH,70,shallow,-70.5089,42.26817
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,26,2018,24181-26-6,4/28/2018 00:00,1,1.1,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Biomass_KG,73,0,0.0384,0,0.55,0,1,1,-81,7.859999657,1.152024031,ROUGH,81,shallow,-70.3414,42.29395
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2019,24192-26-16,10/30/2019 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,76,0,0.0384,0,0.7,0,0.9499,0.9479,-87,13.02999973,0.732935667,SMOOTH,87,shallow,-70.10194,42.29449
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,26,2021,202145-26-4,4/28/2021 00:00,0,0,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Biomass_KG,79,0,0.0384,0,0.65,0,1,1,-87,7.269999981,1.264093876,ROUGH,87,shallow,-70.11624,42.29482
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2018,24182-28-7,10/23/2018 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,74,0,0.0384,0,0.1703,0,0.8321,0.8081,-212,13.18999958,0.535380483,SMOOTH,212,deep,-69.27353,42.29954
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,26,2016,25161-26-8,4/29/2016 00:00,18,32.5,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,1,0,Count,69,1,0.0384,0,0.2501,0,1,1,-88,7.319999695,1.171970963,ROUGH,88,shallow,-70.43755,42.31164
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2020,202047-28-20,10/29/2020 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,78,0,0.0384,0,0.445,0,0.9523,0.9648,-197,13.75,0.843621433,ROUGH,197,deep,-69.88391,42.3186
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,2627,2018,25182-2627-11,10/26/2018 00:00,0,0,0,NA,0,NA,SMOOTH,B.FALL,Age0-2,0,0,Biomass_KG,74,0,0.0384,0,0.1,0,0.8999,0.9021,-90,12.38000011,-0.018569455,SMOOTH,90,shallow,-70.40786,42.34755
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2018,25182-26-12,10/26/2018 00:00,2,2,0,NA,0,NA,ROUGH,B.FALL,Age0-2,1,0,Count,74,1,0.0384,0,0.5499,0,0.95,1,-82,12.38000011,0.477374792,SMOOTH,82,shallow,-70.47021,42.37612
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,2627,2021,202145-2627-6,4/29/2021 00:00,19,21.7,0,NA,0,NA,SMOOTH,A.SPRING,Age0-2,3,0,Count,79,3,0.0384,0,0.9001,0,1,1,-58,7.449999809,0.614980161,SMOOTH,58,shallow,-70.22737,42.39845
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,28,2019,24191-28-14,5/5/2019 00:00,0,0,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Biomass_KG,75,0,0.0384,0,0,0,1,1,-219,6.659999847,0.697201967,SMOOTH,219,deep,-69.09072,42.39942
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2018,24182-28-6,10/23/2018 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,74,0,0.0384,0,0,0,1,1,-202,13.52999973,1.043329835,ROUGH,202,deep,-69.09871,42.41034
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,26,2019,25191-26-2,4/26/2019 00:00,14,13.7,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,5,0,Count,75,5,0.0384,0,0.75,0,1,1,-39,7.139999866,0.85402,SMOOTH,39,shallow,-70.37299,42.41711
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,28,2018,25181-28-20,5/12/2018 00:00,0,0,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Biomass_KG,73,0,0.0384,0,0,0,0.8986,0.9001,-206,8.75,1.00562048,ROUGH,206,deep,-69.23327,42.43627
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2016,24162-26-23,11/20/2016 00:00,4,9,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,70,0,0.0384,0,0.7502,0,0.9503,1,-49,11.38999939,0.69117862,SMOOTH,49,shallow,-70.48012,42.44779
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2021,202146-26-10,10/20/2021 00:00,11,10.16,0,NA,0,NA,ROUGH,B.FALL,Age0-2,4,0,Count,80,4,0.0384,0,0.7001,0,0.9002,0.9019,-82,15.5899992,1.003687859,SMOOTH,82,shallow,-70.57239,42.45466
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,26,2017,25171-26-4,4/27/2017 00:00,3,6.7,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Count,71,0,0.0384,0,0.6499,0,0.95,0.95,-67,7.389999866,1.148112893,ROUGH,67,shallow,-70.26418,42.46035
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,28,2019,24191-28-15,5/5/2019 00:00,0,0,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Biomass_KG,75,0,0.0384,0,0,0,0.9034,0.9201,-225,6.690000057,0.397466958,SMOOTH,225,deep,-69.28845,42.47466
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,27,2021,202147-27-9,10/20/2021 00:00,2,5.63,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Count,80,0,0.0384,0,0.9,0,1,1,-96,15.00999928,1.161704302,ROUGH,96,shallow,-70.03492,42.47863
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2020,202047-26-19,10/29/2020 00:00,4,2.42,0,NA,0,NA,ROUGH,B.FALL,Age0-2,1,0,Count,78,1,0.0384,0,0.5,0,1,1,-71,13.32999992,1.119672894,ROUGH,71,shallow,-70.42703,42.4883
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,27,2016,24161-27-4,4/25/2016 00:00,1,7.8,0,NA,0,NA,SMOOTH,A.SPRING,Age0-2,0,0,Biomass_KG,69,0,0.0384,0,0.6472,0,1,1,-163,7.170000076,0.187329575,SMOOTH,163,deep,-69.96749,42.48886
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2019,25192-26-6,10/16/2019 00:00,3,16.7,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Count,76,0,0.0384,0,0.55,0,0.9499,0.9504,-149,13.92999935,1.567643523,ROUGH,149,deep,-70.32218,42.49466
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,28,2017,24171-28-9,4/28/2017 00:00,0,0,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Biomass_KG,71,0,0.0384,0,0,0,0.8369,0.7586,-243,7.049999714,0.38030231,SMOOTH,243,deep,-69.36712,42.50598
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2017,24172-28-11,10/19/2017 00:00,1,2.8,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,72,0,0.0384,0,0.1409,0,1,1,-211,15.61999989,1.012481213,ROUGH,211,deep,-69.13776,42.51159
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,2627,2018,24182-2627-3,10/15/2018 00:00,0,0,0,NA,0,NA,SMOOTH,B.FALL,Age0-2,0,0,Biomass_KG,74,0,0.0384,0,0.5874,0,1,1,-172,14.22999954,0.695690334,SMOOTH,172,deep,-69.91641,42.5303
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2021,202146-26-9,10/20/2021 00:00,7,8.28,0,NA,0,NA,ROUGH,B.FALL,Age0-2,2,0,Count,80,2,0.0384,0,0.55,0,1,1,-108,15.0899992,1.409556389,ROUGH,108,shallow,-70.4,42.53858
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2018,24182-28-5,10/22/2018 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,74,0,0.0384,0,0,0,0.9495,0.7515,-267,12.98999977,0.964698255,ROUGH,267,deep,-69.50386,42.57324
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,28,2021,202144-28-13,5/5/2021 00:00,0,0,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Biomass_KG,79,0,0.0384,0,0.3365,0,0.8926,0.8218,-214,7.839999676,1.049565673,ROUGH,214,deep,-69.84956,42.57665
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,26,2018,24181-26-4,4/28/2018 00:00,17,34.2,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,1,0,Count,73,1,0.0384,1,0.45,0,0.9,1,-82,7.489999771,1.191128969,ROUGH,82,shallow,-70.28342,42.59065
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,2837,2017,24171-2837-6,4/27/2017 00:00,0,0,0,NA,0,NA,SMOOTH,A.SPRING,Age0-2,0,0,Biomass_KG,71,0,0.0384,0,0,0,0.9511,0.8042,-279,6.629999638,-0.04796898,SMOOTH,279,deep,-69.56882,42.59912
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2020,202046-26-22,11/8/2020 00:00,5,4.74,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,78,0,0.0384,0,0.6501,0,0.9498,0.9499,-95,11.85999966,1.223953247,ROUGH,95,shallow,-70.45591,42.59947
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2016,24162-26-22,11/19/2016 00:00,6,19.1,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Count,70,0,0.0384,0,0.85,0,1,1,-91,11.30000019,0.324231744,SMOOTH,91,shallow,-70.35493,42.60203
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2016,25162-26-18,11/16/2016 00:00,19,33.5,0,NA,0,NA,ROUGH,B.FALL,Age0-2,2,0,Count,70,2,0.0384,1,0.85,1,0.9,1,-67,11.23999977,1.232523441,ROUGH,67,shallow,-70.29533,42.60807
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2017,25172-26-9,10/19/2017 00:00,4,6.1,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Count,72,0,0.0384,0,0.9002,0,0.9007,1,-88,15.28999996,0.945578992,SMOOTH,88,shallow,-70.34062,42.61079
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2021,202147-28-17,11/3/2021 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,80,0,0.0384,0,0,0,0.9503,0.8242,-239,12.68999958,0.339405179,SMOOTH,239,deep,-69.46597,42.61341
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,2627,2017,25172-2627-8,10/18/2017 00:00,1,4.3,0,NA,0,NA,SMOOTH,B.FALL,Age0-2,0,0,Biomass_KG,72,0,0.0384,0,0.8999,0,0.8997,0.8864,-88,15.38000011,0.588103592,SMOOTH,88,shallow,-70.13322,42.61405
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2017,24172-28-10,10/18/2017 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,72,0,0.0384,0,0,0,0.9503,0.8242,-241,15.63999939,0.326703608,SMOOTH,241,deep,-69.46868,42.61446
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,26,2019,25191-26-15,5/6/2019 00:00,15,19.1,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,2,0,Count,75,2,0.0384,0,0.55,0,1,1,-95,8.359999657,1.080289125,ROUGH,95,shallow,-70.41441,42.62198
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,2627,2020,202046-2627-3,10/15/2020 00:00,1,4.26,0,NA,0,NA,SMOOTH,B.FALL,Age0-2,0,0,Biomass_KG,78,0,0.0384,1,0.75,0,0.95,1,-74,14.25999928,0.597455025,SMOOTH,74,shallow,-70.23445,42.62468
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,26,2019,25191-26-22,5/9/2019 00:00,15,20.7,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,2,0,Count,75,2,0.0384,1,0.85,1,0.8,0.9521,-77,9.849999428,0.575748503,SMOOTH,77,shallow,-70.26287,42.63749
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,28,2017,24171-28-8,4/28/2017 00:00,2,1.4,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Biomass_KG,71,0,0.0384,1,0.7444,0,0.4637,1,-215,7.049999714,1.10122335,ROUGH,215,deep,-69.3076,42.65732
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,2837,2017,25171-2837-7,4/28/2017 00:00,0,0,0,NA,0,NA,SMOOTH,A.SPRING,Age0-2,0,0,Biomass_KG,71,0,0.0384,0,0.0516,0,0.7827,0.6898,-241,7.299999714,-0.567499578,SMOOTH,241,deep,-69.79287,42.67192
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2017,24172-28-4,10/13/2017 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,72,0,0.0384,0,0.4854,0,0.7892,0.6401,-234,16.04999924,0.867519438,ROUGH,234,deep,-69.86947,42.69921
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,26,2021,202144-26-7,4/29/2021 00:00,13,13.78,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,3,0,Count,79,3,0.0384,0,0.85,0,0.95,0.9542,-92,7.349999905,1.007701159,SMOOTH,92,shallow,-70.25041,42.71143
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,2627,2017,25172-2627-7,10/18/2017 00:00,9,44.9,0,NA,0,NA,SMOOTH,B.FALL,Age0-2,0,0,Count,72,0,0.0384,0,0.8502,0,0.9502,0.9569,-88,15.38000011,0.891394675,SMOOTH,88,shallow,-70.21372,42.71369
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,26,2016,25161-26-5,4/26/2016 00:00,17,14.8,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,5,0,Count,69,5,0.0384,0,0.7499,0,0.8996,0.881,-46,7.399999619,0.674686313,SMOOTH,46,shallow,-70.37848,42.72505
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2018,25182-28-7,10/22/2018 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,74,0,0.0384,0,0.5499,0,0.5499,1,-193,13.34000015,1.221904039,ROUGH,193,deep,-69.42648,42.73848
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,37,2016,24162-37-12,11/9/2016 00:00,6,15.2,0,NA,0,NA,SMOOTH,B.FALL,Age0-2,0,0,Count,70,0,0.0384,0,0.8001,0,0.6006,1,-136,11.5,0.272749722,SMOOTH,136,deep,-69.18943,42.75685
