INDEX_NAME,SURVEY,AREA,SEASON,AGES,STOCK,YEAR,NTOWS,INDEX_NO,SE_NO,CI_LO_NO,CI_HI_NO,CV_NO,INDEX_KG,SE_KG,CI_LO_KG,CI_HI_KG,CV_KG
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,1997,161,2.5284,NA,1.9023,3.2048,0.1601,5.3504,NA,3.1044,8.0005,0.2802
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,1998,182,2.1794,NA,0.9413,3.682,0.37,5.9768,NA,1.8469,10.9146,0.4541
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,1999,160,2.9652,NA,1.801,4.0438,0.2244,5.458,NA,2.239,8.6913,0.3507
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2000,161,3.3695,NA,2.2276,4.6672,0.221,4.967,NA,3.0796,7.3602,0.265
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2001,160,2.438,NA,1.25,3.721,0.3082,8.022,NA,4.4388,12.0432,0.3015
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2002,162,3.2585,NA,1.9393,4.6422,0.2549,8.4993,NA,4.9084,12.9225,0.2995
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2003,151,4.1958,NA,2.7438,5.7734,0.2132,11.1694,NA,4.9499,18.2486,0.3689
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2004,158,1.535,NA,0.989,2.0787,0.2213,2.1424,NA,1.1272,3.1999,0.3084
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2005,158,2.2355,NA,1.398,3.1083,0.2289,2.9273,NA,1.7835,4.0954,0.2442
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2006,168,2.4469,NA,1.4395,3.623,0.2768,3.6819,NA,2.3436,5.2312,0.2349
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2007,169,13.4876,NA,2.1074,26.0237,0.6983,15.251,NA,3.1752,28.4096,0.6497
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2008,167,10.9301,NA,2.179,25.6155,0.6402,12.0088,NA,2.5263,29.4015,0.6664
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2009,194,1.7338,NA,1.0493,2.5685,0.2661,3.6977,NA,2.0677,5.5931,0.288
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2010,188,3.0295,NA,0.8063,6.5021,0.5847,6.1798,NA,2.2205,11.2897,0.4649
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2011,175,0.9941,NA,0.616,1.4223,0.2462,2.486,NA,1.8215,3.2333,0.1722
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2012,187,1.0168,NA,0.6555,1.4275,0.2336,2.1991,NA,1.3981,3.0877,0.2341
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2013,195,0.8062,NA,0.397,1.3128,0.345,1.8074,NA,0.8506,2.9102,0.3496
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2014,163,0.6128,NA,0.3931,0.8376,0.217,1.5384,NA,0.9792,2.1283,0.2213
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2015,184,4.063,NA,1.8384,6.6735,0.3633,8.5601,NA,3.8747,14.0568,0.3634
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2016,184,2.3912,NA,0.7195,4.5924,0.5031,5.0277,NA,1.7018,9.2796,0.465
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2017,177,1.565,NA,0.9239,2.3116,0.2671,4.8925,NA,3.1863,6.8836,0.2254
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2018,116,0.6734,NA,0.408,0.9521,0.2346,2.3514,NA,1.404,3.3374,0.2414
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2019,181,0.2087,NA,0.1085,0.33,0.3293,0.5659,NA,0.284,0.876,0.3138
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2021,175,0.1432,NA,0.0563,0.2524,0.4198,0.1942,NA,0.0475,0.3751,0.5146
NEFSC BTS_WGOM_SPRING_A0+,NEFSC BTS,WGOM,SPRING,A0+,WGOM,2022,182,0.8188,NA,0.4473,1.2074,0.2823,1.6819,NA,0.8487,2.579,0.3046
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1981,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1982,69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1983,68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1984,62,0.032258065,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1985,62,0.016129032,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1986,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1987,51,0.156862745,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1988,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1989,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1990,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1991,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1992,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1993,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1994,43,0.047619048,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1995,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1996,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1997,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1998,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,1999,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2000,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2001,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2002,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2003,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2004,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2005,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2006,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2007,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2008,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2009,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2010,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2011,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2012,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2013,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2014,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2015,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2016,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2017,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2018,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2019,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2020,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A0,RIDEM Trawl,SNE,FALL,A0,SNE,2021,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1981,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1982,69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1983,68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1984,62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1985,62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1986,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1987,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1988,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1989,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1990,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1991,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1992,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1993,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1994,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1995,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1996,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1997,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1998,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,1999,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2000,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2001,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2002,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2003,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2004,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2005,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2006,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2007,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2008,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2009,43,0.023809524,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2010,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2011,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2012,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2013,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2014,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2015,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2016,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2017,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2018,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2019,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2020,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_FALL_A1+,RIDEM Trawl,SNE,FALL,A1+,SNE,2021,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1981,65,1.415384615,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1982,70,3.814285714,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1983,71,0.309859155,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1984,70,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1985,61,10.49180328,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1986,56,1.928571429,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1987,52,0.057692308,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1988,43,0.395348837,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1989,42,0.119047619,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1990,43,0.19047619,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1991,44,0.023255814,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1992,43,0.047619048,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1993,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1994,41,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1995,43,0.047619048,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1996,43,0.380952381,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1997,41,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1998,42,0.170731707,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,1999,43,0.071428571,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2000,42,0.024390244,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2001,38,0.675675676,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2002,42,0.073170732,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2003,42,7.341463415,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2004,38,1.162162162,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2005,44,15.23255814,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2006,44,0.906976744,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2007,42,0.195121951,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2008,43,3.80952381,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2009,43,42.28571429,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2010,44,16.8372093,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2011,44,19.93023256,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2012,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2013,45,0.363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2014,45,8.795454545,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2015,44,6.209302326,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2016,45,0.204545455,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2017,45,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2018,45,11.11363636,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2019,45,7.795454545,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2020,45,0.909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A0,RIDEM Trawl,SNE,SPRING,A0,SNE,2021,45,33.22727273,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A1,RIDEM Trawl,SNE,SPRING,A1,SNE,1981,65,0.061538462,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A1,RIDEM Trawl,SNE,SPRING,A1,SNE,1982,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A1,RIDEM Trawl,SNE,SPRING,A1,SNE,1983,71,0.014084507,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A1,RIDEM Trawl,SNE,SPRING,A1,SNE,1984,70,0.157142857,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A1,RIDEM Trawl,SNE,SPRING,A1,SNE,1985,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A1,RIDEM Trawl,SNE,SPRING,A1,SNE,1986,56,0.017857143,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A1,RIDEM Trawl,SNE,SPRING,A1,SNE,1987,52,0.019230769,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A1,RIDEM Trawl,SNE,SPRING,A1,SNE,1988,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A1,RIDEM Trawl,SNE,SPRING,A1,SNE,1989,42,0.380952381,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A1,RIDEM Trawl,SNE,SPRING,A1,SNE,1990,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A1,RIDEM Trawl,SNE,SPRING,A1,SNE,1991,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A1,RIDEM Trawl,SNE,SPRING,A1,SNE,1992,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEM Trawl_SNE_SPRING_A1,RIDEM Trawl,SNE,SPRING,A1,SNE,1993,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
